date_found,company,job_title,role_family,level,location,remote_policy,source,job_url,posted_date,priority,status,resume_variant,skip_reason,blocker,next_action,notes,archived
2026-09-05,NXP,2026/2027 Campus 与 Intern 批量（Analog Design、Product/Test、Test Hardware、Field Quality 等约 16 条）,Hardware Engineering,校招/实习,上海; 天津; 苏州; 深圳; 北京,Onsite,NXP 校招官网 Workday (nxp/careers),https://nxp.wd3.myworkdayjobs.com/careers,2026-09-05,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,岗位族为硬件、测试或职能岗；其中实习岗另触发实习跳过,,No action,NXP 中国区校招池以模拟设计、产品测试、测试硬件、现场质量为主，另有财务与采购等职能岗，均不在目标族内；标注 Intern 的约十条另触发实习跳过。合并为一行记录。,false
2026-09-05,Applied Materials,Global Installation Engineer 与 Technical Training 校招批量（约 3 条）,Field Engineering,New Graduate,上海; 北京; 无锡; 成都; 西安,Onsite,Applied Materials 官网 Workday (amat/external),https://amat.wd1.myworkdayjobs.com/external,2026-09-05,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,岗位族为设备安装与技术培训，不属于软件或 AI 工程,,No action,Applied Materials 中国区的 New Graduate 岗位集中在设备安装与技术培训方向，覆盖上海、北京、无锡、成都、西安多地，与目标族无关。合并为一行记录。,false
2026-09-13,Microsoft,Software Engineer (APRD),Software Engineering,应届/Recently completed,北京; 苏州,Unspecified,Microsoft 官网 Eightfold (apply.careers.microsoft.com),https://apply.careers.microsoft.com/careers/job/1970393556994893,2026-09-11,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,可投递，等你确认,"微软亚太研发集团（APRD）09-11 发布，job id 200055320。资格线写明 Currently pursuing or recently completed a Bachelor's, Master's, or PhD，本科直接满足，没有年限要求，实习、科研、项目或开源经历都算加分项，是典型的应届岗。语言列 C++、C#、Java、Python、JavaScript、Go、Rust 并列可选，标题未出现 C++。北京为 Tier 1，苏州为 Tier 2。未列薪资，也没写届别，按规则不因此跳过。同日发布的 Applied Scientist 要求硕博，已单独记为跳过。",true
2026-09-13,Microsoft,"Software Engineer (Windows App, Linux client)",Software Engineering,Entry level (未标级别),苏州,Unspecified,Microsoft 官网 Eightfold (apply.careers.microsoft.com),https://apply.careers.microsoft.com/careers/job/1970393556981792,2026-08-31,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,读完正文的职级与方向后再决定；偏 Linux 系统编程,08-31 发布，job id 200051796，Windows 365 / Azure Virtual Desktop 的 Windows App 团队，负责原生 Linux 客户端，贴近操作系统、桌面栈与远程协议。最低要求为本科加 C、C++、C#、Java、JavaScript 或 Python 编码经验，未写年限，偏好项是 Linux 原生应用、系统编程或驱动方面的实习或项目经历。标题未标 Software Engineer 2，按微软惯例属入门级，但并非校招岗。列 Medium 的原因是方向偏系统底层，与 AI 工程目标族距离较远。需通过 Microsoft Cloud 背景调查。苏州 Tier 2。未列薪资。,true
2026-09-13,Bosch 博世智能出行 (BCSC),辅助驾驶功能开发工程师(27届校招),Software Engineering,27届校招,无锡,Onsite,"Bosch SmartRecruiters (BoschGroup, country=cn)",https://jobs.smartrecruiters.com/BoschGroup/744000141882375,2026-08-06,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,可投递，等你确认；方向为辅助驾驶功能软件,"博世智能出行无锡 27 届校招，08-06 发布，仍在开放。学历为本科及以上，计算机、人工智能、车辆工程、机器人、自动化等专业均可，是本批 Bosch 校招里少数不要求硕士的算法类岗位。职责是辅助驾驶功能、预测、规划、控制模块的应用开发，SIL 仿真调试，以及用机器学习和深度学习优化功能。要求 C/C++、Matlab、Python 与 Linux，并熟悉 ACC、AEB、NOA 等 ADAS 功能与 PyTorch 等框架。C++ 出现在正文而非标题，跳过规则不触发。自动驾驶属民用汽车领域，不触发航空航天与国防规则。无锡为 Tier 2。未列薪资。首次扫描 Bosch，按冷启动逻辑收录仍开放的 27 届校招，不受 48 小时窗口限制。 2026-09-13 按新的 C++ 规则复核：正文写「熟练使用C/C++, Matlab, Python等编程语言」，C++ 是并列语言之一而非单独强制，保留 Pending。",true
2026-09-13,Bosch 博世智能出行 (BCSC),网络安全软件工程师(27届校招),Software Engineering,27届校招,无锡,Onsite,"Bosch SmartRecruiters (BoschGroup, country=cn)",https://jobs.smartrecruiters.com/BoschGroup/744000141876024,2026-08-06,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,正文强制要求 C++：「较强的C/C++能力」是单列的必备条件，不是可选语言之一,,No action,27 届校招，08-06 发布。职责为智能座舱平台的信息安全功能开发与测试，覆盖操作系统、芯片与 Adaptive AUTOSAR 的安全特性。未写学历层次与年限，要求 CET-6、较强 C/C++ 与 Linux 开发环境，了解密码学、SELinux、TEE、HSM、Secure Boot 等更佳。方向偏嵌入式安全，列 Low。无锡 Tier 2，未列薪资。 2026-09-13 更新：用户裁定正文强制要求 C++ 的岗位不算目标，本条由 Pending 改为 Skipped。,
2026-09-13,NXP,2027Y Campus- Linux Software Test Engineer,Software Engineering,2027 校招,上海浦东,Onsite,NXP 校招官网 Workday (nxp/careers),https://nxp.wd3.myworkdayjobs.com/careers/job/Shanghai-Pudong/XMLNAME-2027Y-Campus--Linux-Software-Test-Engineer_R-10066636,2026-09-08,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,可投递，等你确认,09-08 发布的 2027 校招，学历为本科或硕士（EE、CS 或相关专业），本科直接满足。偏好 Linux 驱动、系统或应用开发经验，以及 Shell 脚本和 Web 系统（Python、PHP、Ruby、JavaScript、MySQL）经验，均为加分项。岗位本身无资格障碍，唯一的卡点与 2026-09-05 的 KLA Software Engineer-QA 相同：测试方向是否算 Software Engineering 目标族，规则里没有写。上海浦东为 Tier 1，未列薪资。 2026-09-13 更新：用户确认测试方向纳入目标，本条由 Needs user 改为 Pending。本科可投、上海浦东 Tier 1、2027 校招，已无资格障碍。,true
2026-09-13,Microsoft,Applied Scientist (APRD),AI Engineering,应届/Recently completed,北京; 苏州,Onsite,Microsoft 官网 Eightfold (apply.careers.microsoft.com),https://apply.careers.microsoft.com/careers/job/1970393556994920,2026-09-11,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,学位门槛：要求在读或刚完成硕士或博士,,No action,与 APRD Software Engineer 同日发布的姊妹岗，方向为数据分析、实验与模型评估，内容对口，但本科不满足最低学位。,
2026-09-13,Microsoft,Researcher,AI Engineering,Unspecified,北京; 上海,Onsite,Microsoft 官网 Eightfold (apply.careers.microsoft.com),https://apply.careers.microsoft.com/careers/job/1970393556982284,2026-09-01,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,学位加经验组合门槛：硕士加 1 年科研经验，或本科加 2 年科研经验,,No action,与 KLA 2027 校招同一种写法。学位层次已确认为本科，本科分支要求的 2 年科研经验应届生不具备。,
2026-09-13,Bosch 博世智能出行 (BCSC),大模型算法工程师(27届校招),AI Engineering,27届校招,无锡,Onsite,"Bosch SmartRecruiters (BoschGroup, country=cn)",https://jobs.smartrecruiters.com/BoschGroup/744000142551949,2026-08-10,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,学位门槛：要求 2026 届硕士及以上学历,,No action,本批内容上最对口的一条：AI Agent 服务平台的运行时框架与上下文工程、Agent 评测框架（自动出题、自动判分）、多智能体协作、SFT/DPO/ORPO 后训练落地，与候选人的 LLM 评测和 Agent 工作高度重合。但学历写明 2026 届硕士及以上，本科不满足，且届别写的是 2026 届而非 27 届，与标题里的 27 届校招不一致，正文为准。,
2026-09-13,Bosch 博世智能出行 (BCSC),辅助驾驶预测算法开发工程师(27届校招),AI Engineering,27届校招,无锡,Onsite,"Bosch SmartRecruiters (BoschGroup, country=cn)",https://jobs.smartrecruiters.com/BoschGroup/744000142085690,2026-08-07,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,学位门槛：要求硕士或博士在读,,No action,端到端预测、决策、规划大模型与车载移植，偏好顶会发表。,
2026-09-13,Bosch 博世智能出行 (BCSC),辅助驾驶感知算法工程师(27届校招),AI Engineering,27届校招,无锡,Onsite,"Bosch SmartRecruiters (BoschGroup, country=cn)",https://jobs.smartrecruiters.com/BoschGroup/744000141883332,2026-08-06,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,学位门槛：要求硕士在读,,No action,目标检测、跟踪、多传感器融合与建图规划，要求 Python/C/C++ 与 CNN、Transformer 等深度学习基础。,
2026-09-13,Bosch 博世智能出行 (BCSC),智能家居测试开发工程师(27届校招),Software Engineering,27届校招,无锡,Onsite,"Bosch SmartRecruiters (BoschGroup, country=cn)",https://jobs.smartrecruiters.com/BoschGroup/744000141880769,2026-08-06,Low,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,低优先级；测试对象偏电子硬件，确认方向后再投,本科应届可投，但工作是针对电路板和家电电子系统设计测试用例、写 PyTest 自动化脚本，偏硬件测试，比 QA 方向问题离目标更远。 2026-09-13 更新：用户确认测试方向纳入目标，原「硬件测试不属于目标族」的跳过理由不再成立，重开为 Pending Low。语言要求是「C/C++、Python 等至少一种」，属于任选，不触发 C++ 规则。本科应届可投。仍列 Low 是因为测试对象是电路板和家电电子系统，而非软件产品。,true
2026-09-13,Bosch 博世智能出行 (BCSC),C++软件工程师与嵌入式底软批量(27届校招，约 8 条),Software Engineering,27届校招,无锡,Onsite,"Bosch SmartRecruiters (BoschGroup, country=cn)",https://jobs.smartrecruiters.com/BoschGroup,2026-08-06,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,C++软件工程师标题含 C++（规则跳过）；其余为汽车嵌入式底软方向，不属于目标族,,No action,同批 08-06 至 08-07 发布：C++软件工程师、BSP嵌入式软件工程、Autosar基础软件开发、动力域嵌入式软件开发、底盘域底软开发、动力域控软件开发、车身软件开发、BMS软件开发、悬架软件开发，以及辅助驾驶数据运营工程师。除 C++ 一条按标题跳过外，其余按岗位族判断为汽车电子嵌入式或数据运营，未逐条读正文，合并为一行记录。,
2026-09-13,NVIDIA,"Software Engineer, LLM Inference",AI Engineering,社招,上海,Onsite,NVIDIA 官网 Workday (NVIDIAExternalCareerSite),https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/China-Shanghai/Software-Engineer--LLM-Inference_JR2024698,2026-09-11,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,社招：要求硕士及以上加 4 年以上软件开发经验,,No action,方向完全对口，但属社招岗。,
2026-09-13,NVIDIA,"Software Test Developer, SDET - Robotics",Software Engineering,社招,上海,Onsite,NVIDIA 官网 Workday (NVIDIAExternalCareerSite),https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/China-Shanghai/Software-Test-Developer--SDET---Robotics_JR2024862,2026-09-04,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,社招：要求硕士加 3-4 年以上测试工程经验,,No action,机器人方向的测试开发，另要求 ISO 26262 功能安全经验。,
2026-09-13,KLA,Software Applications Engineer,Software Engineering,社招,深圳,Onsite,KLA 官网 Workday (kla/Search),https://kla.wd1.myworkdayjobs.com/Search/job/Shenzhen-China/Software-Applications-Engineer_2640381,2026-09-07,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,社招且岗位族不符：要求 2-5 年 PCB 行业经验，职责为现场技术支持,,No action,与 2026-09-05 的应用工程跳过同类。,
2026-09-13,State Street,Software Engineering & Development (Officer 与 Senior Associate 两条),Software Engineering,社招,杭州,Onsite,State Street 官网 Workday (statestreet/Global),https://statestreet.wd1.myworkdayjobs.com/Global/job/Hangzhou-China/Software-Engineering---Development--Off_R-795382-1,2026-09-03,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,社招：分别要求 2 年以上开发经验与 3-7 年业务分析经验,,No action,State Street 杭州技术中心近期挂出的非 VP 级软件岗，读正文后均有年限要求。Officer 一条（R-788648）实为金融业务分析岗，合并记录。杭州同期另有 Agentic AI Engineer 等 AVP 级岗位，按级别跳过未建行。,
2026-09-13,Philips,"Software Engineer (正文标题 Senior Software Engineer, Control Software App)",Software Engineering,社招,沈阳,Onsite,Philips 官网 Workday (philips/jobs-and-careers),https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Shenyang/Senior-Software-Engineer--Control-Software-App_586941,2026-09-03,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,社招：正文标题为 Senior，要求 6-10 年经验,,No action,列表标题写作 Software Engineer，正文标题实为 Senior Software Engineer，是列表标题与正文不符的又一例。沈阳为 Tier 3。,
2026-09-14,Bosch 博世智能出行 (BCSC),辅助驾驶自动化测试工程师(27届校招),Software Engineering,27届校招,无锡,Onsite,"Bosch SmartRecruiters (BoschGroup, country=cn)",https://jobs.smartrecruiters.com/BoschGroup/744000141886674,2026-08-06,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,可投递，等你确认,博世智能出行无锡 27 届校招，08-06 发布，仍在开放。昨天没有收录：当时测试方向还没定，它也不在合并跳过的嵌入式底软那一行里。按 09-13 的新规则测试方向算目标，今天补上。职责是汽车电子软件的功能、集成和回归测试，写测试用例、搭测试环境、定位缺陷，并优化测试脚本提高自动化程度。学历为本科及以上，面向应届毕业生。语言写「掌握C/C++、Python等至少一种编程语言」，属于任选，不触发 C++ 规则。加分项是嵌入式测试、CAN/LIN、AUTOSAR、Python 自动化测试经验。无锡为 Tier 2。未列薪资。,true
2026-09-14,Philips,Test and Verification Engineer,Software Engineering,社招,深圳,Onsite,Philips 官网 Workday (philips/jobs-and-careers),https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Shenzhen/Test-and-Verification-Engineer_589952,2026-09-14,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,社招：要求 5 年以上产品开发测试与验证经验,,No action,今天发布。测试方向本身已算目标，但这条是医疗器械产品的测试验证岗，学历写机电、电气或机械工程，另偏好 2 年以上验证经验和 FDA 医疗产品经验。,
2026-09-14,Microsoft,SOFTWARE ENGINEER II - Core AI,AI Engineering,社招,上海,Unspecified,Microsoft 官网 Eightfold (apply.careers.microsoft.com),https://apply.careers.microsoft.com/careers/job/1970393556986960,2026-09-14,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,级别与年限：Software Engineer II，要求 5 年以上专业开发经验,,No action,今天发布。Core AI 平台，覆盖模型、Agent、工具、评测与治理，方向很对口，但属于社招。语言要求为任选。,
2026-09-15,NVIDIA,"Software Engineer, Robotics - Isaac Lab",AI Engineering,社招,上海,Onsite,NVIDIA 官网 Workday (NVIDIAExternalCareerSite),https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/China-Shanghai/Software-Engineer--Robotics---Isaac-Lab_JR2013817-1,2026-09-15,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,社招：要求 3 年机器人与仿真工作经验，并要有深度学习软件栈的丰富开发经验,,No action,今天重新挂出。学历本科、硕士、博士均可，但年限要求不是应届。方向为强化学习、模仿学习、运动规划与 Isaac Lab 仿真。,
2026-09-15,State Street,AI Software Engineer,AI Engineering,社招,杭州,Onsite,State Street 官网 Workday (statestreet/Global),https://statestreet.wd1.myworkdayjobs.com/Global/job/Hangzhou-China/AI-Software-Engineer_R-797847,2026-09-15,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,社招：要求本科加至少 3 年经验,,No action,今天发布。Global Delivery AI 团队，方向是 Agent 系统、LLM 微调、上下文工程与知识图谱，内容对口但属社招。,
2026-09-15,State Street,"Software Engineering & Development, Off (R-796590)",Software Engineering,社招,杭州,Onsite,State Street 官网 Workday (statestreet/Global),https://statestreet.wd1.myworkdayjobs.com/Global/job/Hangzhou-China/Software-Engineering---Development--Off_R-796590,2026-09-15,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,社招：要求 5 年以上 Java/J2EE 开发经验,,No action,今天发布，与 09-13 记录的 Officer 岗（R-788648）不是同一个 req。,
2026-09-16,Microsoft,Software Engineer II - Windows 365,Software Engineering,社招,苏州,Unspecified,Microsoft 官网 Eightfold (apply.careers.microsoft.com),https://apply.careers.microsoft.com/careers/job/1970393556998153,2026-09-16,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,级别与年限：Software Engineer II，要求本科加 2 年以上技术工程经验,,No action,今天发布。Windows 365 与 Azure Virtual Desktop 团队，苏州 Tier 2。语言为任选，不触发 C++ 规则。这是微软中国区本周第三条 II 级或资深岗，应届岗仍只有 09-11 那批。,
2026-09-16,Bosch 博世智能出行 (BCSC),BSP开发工程师,Software Engineering,Associate（未标校招）,无锡,Onsite,"Bosch SmartRecruiters (BoschGroup, country=cn)",https://jobs.smartrecruiters.com/BoschGroup/744000149832559,2026-09-16,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,正文强制要求 C/C++（Proficient in C/C++ 为单列必备条件）；且方向为嵌入式 BSP 与驱动开发，不属于软件或 AI 工程目标族,,No action,今天发布，标题未标 27 届校招，级别为 Associate。工作内容是 QNX/Linux/Android 平台的 BSP 组件、bootloader（XBL/U-boot）、I2C/SPI/UART/USB 片上驱动与摄像头显示驱动，并裁剪 Linux 内核与 rootfs。学历只写「计算机、电子、通信等相关专业毕业」，没有明确年限，但 C/C++ 熟练是必备项，按 09-13 的裁定跳过。,
