date_found,company,job_title,role_family,level,location,remote_policy,source,job_url,posted_date,priority,status,resume_variant,skip_reason,blocker,next_action,notes,archived
2026-07-15,Intel,AI Software Solutions Engineer,AI Engineering,Early career,"Austin, TX",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/ai-software-solutions-engineer-at-intel-4440265397,2026-07-15,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"Fresh LinkedIn lead. Tier 1 Austin AI role. LinkedIn detail listed annual salary range 133410-188340 USD, above the salary floor. Verify sponsorship wording before applying.",true
2026-07-15,Amia.ai,Junior AI Engineer,AI Engineering,Early career,San Diego Metropolitan Area,Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/junior-ai-engineer-at-amia-ai-4438278878,2026-07-15,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,Fresh LinkedIn lead. Junior AI title and Tier 1 San Diego-area location. Salary and sponsorship not visible in card.,true
2026-07-15,AppLovin,Associate Product Manager,Product Management,Early career,"Palo Alto, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/associate-product-manager-at-applovin-4422492400,2026-07-15,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Product Management role excluded for new-grad technical focus,,No action,Updated 2026-07-15 per user rule: exclude Product Manager and Product Management roles.,true
2026-07-15,Siemens,Agentic AI Engineer,AI Engineering,Early career,"Dallas, TX",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/agentic-ai-engineer-at-siemens-4440229995,2026-07-15,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"Fresh LinkedIn lead. Agentic AI role in Tier 1 Dallas. Need direct posting review for level, salary, and sponsorship.",true
2026-07-15,Remitly,Software Development Engineer II - Scout,Software Engineering,Early career,"Seattle, WA",Onsite,Built In entry-level jobs,https://builtin.com/job/software-development-engineer/10011508,2026-07-15,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,SDE II / level II role excluded for new-grad focus,,No action,Updated 2026-07-15 per user rule: exclude SDE II and non-new-grad seniority.,true
2026-07-15,Micron Technology,"New College Grad - Computer Engineer, Engineering Automation",Software Engineering,New grad,"Richardson, TX",Onsite,Built In entry-level jobs,https://builtin.com/job/new-college-grad-computer-engineer-engineering-automation/10152030,2026-07-13,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"Built In entry-level/new-college-grad listing in Texas. Role appears CAD/EDA software automation rather than standard SWE; verify fit, sponsorship, and compensation.",true
2026-07-15,ServiceNow,"Software Engineer, Agentic AI Systems - Moveworks",AI Engineering,Early career,"Mountain View, CA",Hybrid,Built In entry-level jobs,https://builtin.com/job/software-engineer-agentic-ai-systems-moveworks/9542151,2026-07-12,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,Built In entry-level listing. Strong AI/SWE match and Tier 1 Bay Area location. Verify sponsorship and salary before applying.,true
2026-07-15,WHOOP,Android Engineer I - Growth Healthcare,Software Engineering,Early career,"Boston, MA",Hybrid,Built In entry-level jobs,https://builtin.com/job/android-engineer-i-growth-healthcare/7343217,2026-07-11,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"Built In entry-level mobile engineering role in Tier 1 Boston. Verify Android fit, salary, and sponsorship.",true
2026-07-15,Scrunch,Product Engineer,Software Engineering,Early career,Remote USA,Remote,Built In product entry-level jobs,https://builtin.com/job/product-engineer/8909776,2026-07-12,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"Built In entry-level product-engineering listing. Remote USA and salary 140K-200K listed. Treat as SWE/product-engineering, not PM, unless direct posting shows PM responsibilities.",true
2026-07-15,FOX,Machine Learning Engineer 1,AI Engineering,Early career,NYC,Unspecified,Simplify Jobs public new-grad feed,https://fox.wd1.myworkdayjobs.com/Domestic/job/New-York-New-York-USA/Machine-Learning-Engineer-I_R50033083?utm_source=Simplify&ref=Simplify,2026-07-13,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,2d lead. ML Engineer I in Tier 1 NYC. Workday flow likely; review before any application attempt.,true
2026-07-15,Kustomer,Software Engineer - Early Career - Full Stack,Software Engineering,Early career,NYC,Unspecified,Simplify Jobs public new-grad feed,https://jobs.ashbyhq.com/kustomer/4037272a-7fd3-4040-906b-47fde875a817/application?utm_source=Simplify&ref=Simplify,2026-07-11,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,4d lead. Explicit early-career full-stack role in Tier 1 NYC. Verify sponsorship and compensation.,true
2026-07-15,Pylon,Software Engineer New Grad,Software Engineering,New grad,SF,Unspecified,Simplify Jobs public new-grad feed,https://jobs.ashbyhq.com/pylon-labs/38814ce7-217b-40f2-9ba5-8a7733a5691d/application?utm_source=Simplify&ref=Simplify,2026-07-10,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,5d lead. Strong new-grad SWE fit in Tier 1 SF. Verify sponsorship and salary.,true
2026-07-15,Quora,Machine Learning Engineer New Grad,AI Engineering,New grad,Remote in USA; Remote in Canada,Remote,Simplify Jobs public new-grad feed,https://jobs.ashbyhq.com/quora/3eb7e80e-6a0d-41b6-8ee4-f62421c486e4/application?utm_source=Simplify&ref=Simplify,2026-07-09,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,6d lead. ML new-grad role with Remote USA option. Verify sponsorship and whether US remote is compatible with OPT/STEM OPT.,true
2026-07-15,Cadence Design Systems,Software Engineer New Grad - Undergrads,Software Engineering,New grad,"Burlington, MA",Unspecified,Simplify Jobs public new-grad feed,https://cadence.wd1.myworkdayjobs.com/University_Talent_NCG/job/Burlington-MA/Software-Engineer--New-College-Grad-2026--Undergrads-_R54894-3?utm_source=Simplify&ref=Simplify,2026-07-09,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,6d lead. New-college-grad SWE role in Tier 1 Massachusetts. Workday flow; verify sponsorship and salary before applying.,true
2026-07-15,NVIDIA,Compiler Engineer AI Inference New Grad,AI Engineering,New grad,"Santa Clara, CA",Unspecified,Simplify Jobs public new-grad feed,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Compiler-Engineer--AI-Inference--New-College-Grad-2026_JR2021230?utm_source=Simplify&ref=Simplify,2026-07-13,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,2d lead. New-college-grad AI/compiler role in Tier 1 Santa Clara. Source marks advanced-degree-related icon; verify degree requirement before applying.,true
2026-07-15,Boeing,Entry-Level Software Engineer-Developer,Software Engineering,Entry level,"Richardson, TX",Onsite,Built In entry-level jobs,https://builtin.com/job/entry-level-software-engineer-developer/9658464,2026-07-15,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Aerospace/defense company and listed salary below 120000 USD,,No action,"Built In listed 83K-113K and mission/training systems for P-8A AAS, which violates both industry and salary filters.",true
2026-07-15,Twitch,"Software Engineer I, Discovery",Software Engineering,Early career,"San Francisco, CA",Unspecified,LinkedIn Jobs guest search; Simplify Jobs public new-grad feed,https://www.linkedin.com/jobs/view/software-engineer-i-discovery-at-twitch-4439959402,2026-07-15,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Amazon-owned company conflicts with Amazon hard skip,,No action,"Strong title/location, but LinkedIn detail references Amazon compensation package. Skipped under Amazon company hard-skip rule.",true
2026-07-15,RTX,Conversion Software Engineer 1,Software Engineering,Early career,"Richardson, TX",Onsite,Simplify Jobs public new-grad feed,https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-TX-RICHARDSON-C17--1717-Cityline-Dr--CITYLINE-C17/XMLNAME-2027-Conversion-Software-Engineer-I--Onsite-_01858534?utm_source=Simplify&ref=Simplify,2026-07-14,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Defense/aerospace company hard skip,,No action,"Fresh Texas lead, but RTX conflicts with defense/aerospace/military-related skip rules.",true
2026-07-15,Morningstar,Associate AI Engineer,AI Engineering,Early career,"Chicago, IL",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/associate-ai-engineer-at-morningstar-4441241333,2026-07-15,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,"Good title/location, but LinkedIn detail listed total cash compensation range starting at 85000 USD, below the stored salary floor.",true
2026-07-16,Lightfield,Software Engineer New Grad - Applied AI,AI Engineering,New grad,SF,Unspecified,Simplify Jobs public new-grad feed,https://jobs.ashbyhq.com/Lightfield/fc93a467-773d-4805-b342-bf470950732d/application?embed=true&utm_source=Simplify&ref=Simplify,2026-07-16,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,0d lead. New-grad SWE role with applied AI scope in Tier 1 SF. Verify sponsorship and compensation before applying.,true
2026-07-16,Cybernetic Labs,Software Engineer New Grad - Agent Platform,AI Engineering,New grad,SF,Unspecified,Simplify Jobs public new-grad feed,https://jobs.ashbyhq.com/netic/d9bcb6a2-0e54-4cb3-baec-43f2d74db18f/application?embed=true&utm_source=Simplify&ref=Simplify,2026-07-16,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,0d lead. New-grad software engineering role on agent platform in Tier 1 SF. Verify sponsorship and salary.,true
2026-07-16,Cybernetic Labs,Full-Stack Software Engineer New Grad - Product,Software Engineering,New grad,SF,Unspecified,Simplify Jobs public new-grad feed,https://jobs.ashbyhq.com/netic/bab5d1e5-e31b-42f0-9cef-334b1f17fed3/application?embed=true&utm_source=Simplify&ref=Simplify,2026-07-16,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"0d lead. New-grad full-stack engineering role in Tier 1 SF. Title says Product but it is Product Engineering, not Product Manager; verify scope before applying.",true
2026-07-16,Gen Digital,AI & Machine Learning Engineer 1,AI Engineering,Level I,"Mountain View, CA",Unspecified,Simplify Jobs public new-grad feed,https://jobs.ashbyhq.com/gen-digital/b3ab78c4-af7c-4a95-9bbb-f6264e0c3adf/application?utm_source=Simplify&ref=Simplify,2026-07-09,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"7d lead. Level I AI/ML role in Tier 1 Mountain View. Source includes advanced-degree marker; verify degree requirement, sponsorship, and compensation before applying.",true
2026-07-16,Pinterest,"Software Engineer I, Backend",Software Engineering,Level I,"Seattle, WA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-i-backend-at-pinterest-4423002169,2026-07-16,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"Fresh LinkedIn lead. Level I backend role in Tier 1 Seattle. Public detail listed base salary range 120753-211318 USD, above the salary floor. Verify sponsorship before applying.",true
2026-07-16,"InterScripts, Inc.",Software Engineer I (Full Stack) - Immediate Joiners,Software Engineering,Level I,"Daly City, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-i-full-stack-%E2%80%93-immediate-joiners-at-interscripts-inc-4438741012,2026-07-16,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"Fresh LinkedIn lead. Level I full-stack role in Bay Area. Detail asks 2+ years experience despite entry-level seniority; verify level fit, sponsorship, and compensation before applying.",true
2026-07-16,RTX,Software Engineer 1,Software Engineering,Level I,"McKinney, TX",Onsite,Simplify Jobs public new-grad feed,https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-TX-MCKINNEY-513WD--2501-W-University-Dr--WING-D-BLDG/XMLNAME-2026-Raytheon-Full-Time---Software-Engineer-I---McKinney--TX--Onsite-_01853473-1?utm_source=Simplify&ref=Simplify,2026-07-14,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Defense/aerospace company hard skip,,No action,"2d lead in Texas, but RTX/Raytheon conflicts with defense/aerospace/military-related skip rules.",true
2026-07-16,Northslope Technologies,Forward Deployed Software Engineer New Grad,Software Engineering,New grad,NYC,Unspecified,Simplify Jobs public new-grad feed,https://jobs.ashbyhq.com/northslope-technologies/80b82167-7101-4f78-9006-7755dd2ca01e/application?utm_source=Simplify&ref=Simplify,2026-07-13,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Forward Deployed role hard skip,,No action,"3d lead in Tier 1 NYC, but Forward Deployed title is explicitly excluded.",true
2026-07-16,Aledade,Senior Software Engineer 1 - Data & Insights Engineering,Software Engineering,Senior,Remote in USA,Remote,Simplify Jobs public new-grad feed,https://jobs.lever.co/aledade/3eafe371-4bee-492f-af5c-fd2e3f71b8da/apply?utm_source=Simplify&ref=Simplify,2026-07-13,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Senior role excluded for new-grad focus,,No action,"3d remote lead, but title explicitly says Senior.",true
2026-07-16,Wyetech,Software Engineer 1,Software Engineering,Level I,"Annapolis Junction, MD",Unspecified,Simplify Jobs public new-grad feed,https://jobs.lever.co/wyetechllc/b464498e-c95f-4f95-89ad-72d4ab61ab7e/apply?utm_source=Simplify&ref=Simplify,2026-07-15,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,U.S. citizenship/security clearance questions conflict with hard skips,,No action,"Public Lever page asks whether applicant is a U.S. citizen and asks for security clearance status including TS/SCI, Top Secret, and Secret.",true
2026-07-16,action.,"Software Engineer, New Grad (AI)",AI Engineering,New grad,"San Francisco, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-new-grad-ai-at-action-4441409937,2026-07-16,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,LinkedIn company does not match posting body/source-of-truth text,,No action,"LinkedIn card says action., but public detail body repeatedly references Notion and Notion recruiting collection. Skipped as non-source-of-truth/ambiguous repost.",true
2026-07-16,Pat Kelly Engineering,"Software Engineer, New Grad (AI)",AI Engineering,New grad,"San Francisco, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-new-grad-ai-at-pat-kelly-engineering-4440624903,2026-07-16,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,LinkedIn company does not match posting body/source-of-truth text,,No action,"LinkedIn card says Pat Kelly Engineering, but public detail body repeatedly references Notion and Notion recruiting collection. Skipped as non-source-of-truth/ambiguous repost.",true
2026-07-17,SentiLink,"Data Scientist, New Grad",AI Engineering,New grad,"NYC; Los Angeles, CA; Seattle, WA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/data-scientist-new-grad-at-sentilink-4404995783,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,PhD-targeted role excluded,,No action,"New-grad data science and ML role in Tier 1 locations. Detail lists $120K-$220K base plus equity, requires US work authorization and US residence, and describes PhD graduates or early-career researchers; verify degree and sponsorship fit before applying. Updated 2026-07-18 under PhD exclusion rule.",true
2026-07-17,NVIDIA,AI Inference Performance Engineer - New College Grad 2026,AI Engineering,New grad,"Santa Clara, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/ai-inference-performance-engineer-new-college-grad-2026-at-nvidia-4424327361,2026-07-17,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,New-college-grad AI inference/performance role in Tier 1 Santa Clara. Detail lists $124K-$195.5K Level 2 base and asks for 2+ years relevant software experience; verify experience and sponsorship before applying.,true
2026-07-17,Sony Interactive Entertainment,Software Engineer I,Software Engineering,Level I,"San Mateo, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-i-at-sony-interactive-entertainment-4438791117,2026-07-17,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,SWE I role in Tier 1 Bay Area. Detail lists $137.3K-$205.9K base and no hard citizenship or clearance wording was visible; verify sponsorship before applying.,true
2026-07-17,Stealth Startup,Applied AI Engineer [33331],AI Engineering,Early career,"California, United States",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/applied-ai-engineer-33331-at-stealth-startup-4439215505,2026-07-17,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"Applied AI title in California. Detail emphasizes LLM and multimodal model development but did not expose salary, sponsorship, or seniority; verify before applying.",true
2026-07-17,Acrisure,Software Engineer I,Software Engineering,Level I,"Austin, TX; Uniondale, NY; Atlanta, GA; Grand Rapids, MI",Onsite,Simplify Jobs public new-grad feed; LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-i-at-acrisure-4441946844,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Posting says employer is not able to sponsor visas,,No action,"Strong Austin/TX and SDE1 signal, but public detail explicitly says the employer is not able to sponsor visas for this position.",true
2026-07-17,Esri,Software Engineer I - Front-End Engineer for ArcGIS Enterprise,Software Engineering,Level I,"Redlands, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-i-front-end-engineer-for-arcgis-enterprise-at-esri-4442164645,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,"Front-end SWE I role in California, but public detail lists $79,040-$133,016 base, below the salary floor.",true
2026-07-17,Venture Up,Machine Learning Engineer,AI Engineering,Unspecified,"San Francisco, CA",Onsite,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-venture-up-4441984956,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,US citizens only and no visa sponsorship,,No action,"ML/LLM role in San Francisco with high salary, but public detail says onsite US citizens only and visa sponsorship is not available.",true
2026-07-17,Everpure,Software Engineer Grad,Software Engineering,New grad,"Santa Clara, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-grad-at-everpure-4414775942,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,"Graduate SWE role in Tier 1 Santa Clara, but public detail lists $119K-$179K base, below the salary floor.",true
2026-07-17,CoreWeave,"Software Engineer, Inference AI/ML",AI Engineering,Early career,"Sunnyvale, CA; Bellevue, WA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-inference-ai-ml-at-coreweave-4347121472,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Export-control/U.S. person wording and salary lower bound below 120000 USD,,No action,"AI/ML inference role in Tier 1 locations, but public detail includes U.S. person/export-control eligibility wording and lists $92K-$135K base, below the salary floor.",true
2026-07-17,Arizent,Data & AI Engineer,AI Engineering,Early career,New York City Metropolitan Area,Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/data-ai-engineer-at-arizent-4442145436,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,"Data and agentic AI role in NYC metro, but public detail lists $100K-$125K base, below the salary floor.",true
2026-07-17,NVIDIA,"System Software Engineer, Dynamo-Triton Inference Server - New College Grad 2026",AI Engineering,New grad,"Remote in USA; Santa Clara, CA",Remote,Simplify Jobs public new-grad feed; direct Workday posting,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/System-Software-Engineer--Dynamo-Triton-Inference-Server---New-College-Grad-2026_JR2020767?utm_source=Simplify&ref=Simplify,2026-07-13,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,New-college-grad AI inference infrastructure role. Direct posting lists USD 124000-195500 for Level 2 and accepts applications until July 17 2026. Verify degree fit and sponsorship before applying.,true
2026-07-17,NVIDIA,Backend Compiler Engineer - New College Grad 2026,AI Engineering,New grad,"Canada; Santa Clara, CA",Unspecified,Simplify Jobs public new-grad feed; direct Workday posting,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Backend-Compiler-Engineer---New-College-Grad-2026_JR2021242?utm_source=Simplify&ref=Simplify,2026-07-13,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,New-college-grad compiler role but direct posting lists Level 1 base range USD 108000-178250 which starts below the salary floor.,true
2026-07-17,SimpliSafe,Software Engineer I - Video Platform,Software Engineering,Level I,"Boston, MA",Unspecified,Simplify Jobs public new-grad feed; direct Greenhouse posting,https://job-boards.greenhouse.io/simplisafe/jobs/8049510?utm_source=Simplify&ref=Simplify,2026-07-07,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,Level I backend video role in Boston but direct posting lists target annual base pay USD 75100-100100 below the salary floor.,true
2026-07-17,SimpliSafe,Software Engineer I - Device Control,Software Engineering,Level I,"Boston, MA",Unspecified,Simplify Jobs public new-grad feed; direct Greenhouse posting,https://job-boards.greenhouse.io/simplisafe/jobs/8049515?utm_source=Simplify&ref=Simplify,2026-07-07,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,Level I backend device-cloud role in Boston but direct posting lists target annual base pay USD 75100-100100 below the salary floor.,true
2026-07-17,RoadRunner Recycling Inc.,Software Engineer I - Full-Stack,Software Engineering,Level I,Remote in USA,Remote,Simplify Jobs public new-grad feed; direct Greenhouse posting,https://job-boards.greenhouse.io/roadrunner/jobs/4307451009?utm_source=Simplify&ref=Simplify,2026-07-07,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Posting says employer is unable to sponsor visas,,No action,Direct posting says applicants must be authorized to work for any US employer and RoadRunner is unable to sponsor or take over sponsorship of an employment visa.,true
2026-07-17,StubHub,Software Engineer I - Core Platform - Streaming & Storage,Software Engineering,Level I,"New York, NY",Hybrid,Simplify Jobs public new-grad feed; direct Greenhouse posting,https://job-boards.eu.greenhouse.io/stubhubinc/jobs/4906492101?utm_source=Simplify&ref=Simplify,2026-07-07,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,Level I platform role in Tier 1 NYC. Direct posting targets recent graduates or up to about 1 year experience and lists USD 120000-150000 base; sponsorship question is present but no no-sponsor blocker was visible.,true
